,name,age,team,gp,gs,wins,losses,ties,goals_against,shots,saves,save_pct,goals_avg,shutouts,gps,minutes,quality_starts,quality_start_pct,really_bad_starts,ga_pct_minus,gs_above_avg,goals_scored,assists,points,plm,mpg,season
3187,Tim Thomas,32,BOS,66.0,,30,29,4,189,1985,1796,.905,3.13,3,12.0,3619.0,,,,100.0,-0.9,0,0,0,6,54.833,2007
3188,Hannu Toivonen,22,BOS,18.0,,3,9,1,63,502,439,.875,4.23,0,1.4,894.0,,,,132.0,-15.43,0,0,0,2,49.667,2007
3189,Vesa Toskala,29,SJS,38.0,,26,10,1,84,915,831,.908,2.35,4,5.9,2142.0,,,,97.0,2.7,0,3,3,0,56.368,2007
3190,Marty Turco,31,DAL,67.0,,38,20,5,140,1564,1424,.910,2.23,6,10.5,3764.0,,,,94.0,8.2,0,4,4,18,56.179,2007
3191,Steve Valiquette,29,NYR,3.0,,1,2,0,6,45,39,.867,3.14,0,0.1,115.0,,,,0.0,0.0,0,0,0,0,38.333,2007
3192,Tomas Vokoun,30,NSH,44.0,,27,12,4,104,1299,1195,.920,2.40,5,10.1,2601.0,,,,84.0,19.09,0,2,2,4,59.114,2007
3193,Michael Wall,21,ANA,4.0,,2,2,0,10,81,71,.877,2.97,0,0.2,202.0,,,,0.0,0.0,0,1,1,0,50.5,2007
3194,Cam Ward,22,CAR,60.0,,30,21,6,167,1625,1458,.897,2.93,2,8.5,3422.0,,,,108.0,-13.02,0,1,1,6,57.033,2007
3195,Kevin Weekes,31,NYR,14.0,,4,6,2,43,355,312,.879,3.39,0,1.1,761.0,,,,128.0,-9.36,0,0,0,0,54.357,2007
3196,David Aebischer,29,PHX,1.0,1,0,1,0,3,33,30,.909,3.00,0,0.2,60.0,0,.000,0,0.0,0.0,0,0,0,0,60.0,2008
3197,Craig Anderson,26,FLA,17.0,13,8,6,1,35,535,500,.935,2.25,2,4.9,935.0,9,.692,1,72.0,13.6,0,1,1,2,55.0,2008
3198,Jean-Sebastien Aubin,30,LAK,19.0,12,5,6,1,44,385,341,.886,3.19,0,1.3,828.0,5,.417,4,126.0,-9.03,0,0,0,0,43.579,2008
3199,Alex Auld,27,PHX,32.0,28,12,13,5,77,827,750,.907,2.68,3,4.9,1722.0,12,.429,6,102.0,-1.87,0,0,0,0,53.812,2008
3200,Niklas Backstrom,29,MIN,58.0,56,33,13,8,131,1629,1498,.920,2.31,4,12.1,3409.0,33,.589,5,89.0,16.98,0,0,0,2,58.776,2008
3201,Chris Beckford-Tseu,23,STL,1.0,0,0,0,0,1,9,8,.889,2.25,0,0.0,27.0,0,,0,0.0,0.0,0,0,0,0,27.0,2008
3202,Jonathan Bernier,19,LAK,4.0,4,1,3,0,16,118,102,.864,4.03,0,0.1,238.0,1,.250,1,0.0,0.0,0,0,0,0,59.5,2008
3203,Martin Biron,30,PHI,62.0,59,30,20,9,153,1865,1712,.918,2.59,5,13.4,3539.0,33,.559,8,90.0,16.42,0,1,1,8,57.081,2008
3204,Brian Boucher,31,SJS,5.0,3,3,1,1,7,103,96,.932,1.76,1,0.9,238.0,3,1.000,0,0.0,0.0,0,0,0,0,47.6,2008
3205,Martin Brodeur*,35,NJD,77.0,77,44,27,6,168,2089,1921,.920,2.17,4,15.5,4635.0,50,.649,6,89.0,21.77,0,4,4,6,60.195,2008
3206,Ilya Bryzgalov,27,ANA,64.0,62,28,25,6,147,1829,1682,.920,2.44,3,13.5,3614.0,37,.597,5,88.0,19.15,0,0,0,2,56.469,2008
3207,Peter Budaj,25,COL,35.0,30,16,10,4,82,849,767,.903,2.57,0,4.7,1912.0,12,.400,6,106.0,-4.87,0,1,1,2,54.629,2008
3208,Scott Clemmensen,30,TOR,3.0,2,1,1,0,10,62,52,.839,3.89,0,-0.1,154.0,0,.000,1,0.0,0.0,0,0,0,0,51.333,2008
3209,Dan Cloutier,31,LAK,9.0,9,2,4,1,28,247,219,.887,3.43,0,0.9,489.0,4,.444,3,0.0,0.0,0,0,0,2,54.333,2008
3210,Ty Conklin,31,PIT,33.0,30,18,8,5,78,1013,935,.923,2.51,2,7.9,1866.0,17,.567,5,85.0,14.02,0,1,1,4,56.545,2008
3211,Corey Crawford,23,CHI,5.0,3,1,2,0,8,112,104,.929,2.14,1,0.9,224.0,2,.667,0,0.0,0.0,0,0,0,0,44.8,2008
3212,Marc Denis,30,TBL,10.0,4,1,5,0,28,199,171,.859,4.05,0,0.1,415.0,1,.250,0,0.0,0.0,0,0,0,2,41.5,2008
3213,Rick DiPietro,26,NYI,63.0,63,26,28,7,174,1779,1605,.902,2.82,3,9.6,3707.0,25,.397,11,108.0,-12.39,0,6,6,18,58.841,2008
3214,Wade Dubielewicz,29,NYI,20.0,17,9,9,1,51,627,576,.919,2.70,0,4.6,1132.0,11,.647,1,90.0,5.96,0,0,0,0,56.6,2008
3215,Brian Elliott,22,OTT,1.0,1,1,0,0,1,29,28,.966,1.01,0,0.4,60.0,1,1.000,0,0.0,0.0,0,0,0,0,60.0,2008
3216,Dan Ellis,27,NSH,44.0,37,23,10,3,87,1147,1060,.924,2.34,6,9.1,2229.0,23,.622,8,83.0,17.2,0,0,0,0,50.659,2008
3217,Ray Emery,25,OTT,31.0,26,12,13,4,88,800,712,.890,3.13,0,3.2,1689.0,11,.423,5,121.0,-15.33,0,0,0,6,54.484,2008
3218,Erik Ersberg,25,LAK,14.0,13,6,5,3,33,452,419,.927,2.48,2,3.7,799.0,8,.615,2,80.0,8.06,0,0,0,0,57.071,2008
3219,Manny Fernandez,33,BOS,4.0,4,2,2,0,16,95,79,.832,3.93,1,-0.3,244.0,1,.250,3,0.0,0.0,0,0,0,0,61.0,2008
3220,Marc-Andre Fleury,23,PIT,35.0,33,19,10,2,72,909,837,.921,2.33,4,6.9,1857.0,22,.667,7,87.0,10.58,0,1,1,0,53.057,2008
3221,Mathieu Garon,30,EDM,47.0,44,26,18,1,118,1359,1241,.913,2.66,4,9.0,2658.0,25,.568,9,96.0,5.46,0,0,0,8,56.553,2008
3222,Martin Gerber,33,OTT,57.0,55,30,18,4,145,1619,1474,.910,2.72,2,10.3,3197.0,27,.491,11,99.0,2.07,0,2,2,6,56.088,2008
3223,Jean-Sebastien Giguere,30,ANA,58.0,57,35,17,6,117,1508,1391,.922,2.12,4,11.7,3310.0,38,.667,8,85.0,19.99,0,0,0,4,57.069,2008
3224,John Grahame,32,CAR,17.0,12,5,7,1,53,424,371,.875,3.75,0,0.9,848.0,3,.250,4,138.0,-14.48,0,1,1,4,49.882,2008
3225,Thomas Greiss,22,SJS,3.0,2,0,1,1,7,50,43,.860,3.26,0,0.0,129.0,0,.000,0,0.0,0.0,0,0,0,0,43.0,2008
3226,Jaroslav Halak,22,MTL,6.0,4,2,1,1,10,151,141,.934,2.11,1,1.4,285.0,2,.500,0,0.0,0.0,0,0,0,0,47.5,2008
3227,Josh Harding,23,MIN,29.0,25,11,15,2,77,838,761,.908,2.94,1,5.1,1571.0,12,.480,4,101.0,-0.87,0,1,1,0,54.172,2008
3228,Dominik Hasek*,43,DET,41.0,40,27,10,3,84,855,771,.902,2.14,5,4.5,2350.0,19,.475,6,108.0,-6.33,0,1,1,12,57.317,2008
3229,Johan Hedberg,34,ATL,36.0,32,14,15,3,111,1026,915,.892,3.46,1,4.3,1927.0,12,.375,8,119.0,-17.8,0,1,1,16,53.528,2008
3230,Jonas Hiller,25,ANA,23.0,18,10,7,1,42,578,536,.927,2.06,0,4.8,1223.0,12,.667,1,80.0,10.51,0,1,1,0,53.174,2008
3231,Johan Holmqvist,29,DAL,47.0,47,21,16,6,129,1164,1035,.889,3.04,2,4.5,2549.0,19,.404,17,122.0,-23.26,0,1,1,0,54.234,2008
3232,Jimmy Howard,23,DET,4.0,2,0,2,0,7,95,88,.926,2.13,0,0.8,197.0,1,.500,0,0.0,0.0,0,0,0,0,49.25,2008
3233,Cristobal Huet,32,WSH,52.0,51,32,14,6,118,1479,1361,.920,2.32,4,11.1,3049.0,31,.608,6,88.0,16.36,0,2,2,0,58.635,2008
3234,Brent Johnson,30,WSH,19.0,17,7,8,2,46,500,454,.908,2.67,0,3.0,1032.0,8,.471,3,101.0,-0.58,0,0,0,0,54.316,2008
3235,Curtis Joseph,40,CGY,9.0,5,3,2,0,17,181,164,.906,2.55,0,1.1,400.0,3,.600,2,0.0,0.0,0,0,0,2,44.444,2008
3236,Matt Keetley,21,CGY,1.0,0,0,0,0,0,2,2,1.000,0.00,0,0.0,9.0,0,,0,0.0,0.0,0,0,0,0,9.0,2008
3237,Nikolai Khabibulin,35,CHI,50.0,48,23,20,6,127,1389,1262,.909,2.63,2,8.5,2892.0,24,.500,8,101.0,-0.82,0,2,2,4,57.84,2008
3238,Miikka Kiprusoff,31,CGY,76.0,76,39,26,10,197,2096,1899,.906,2.69,2,12.2,4398.0,38,.500,16,103.0,-6.59,0,2,2,8,57.868,2008
3239,Olaf Kolzig,37,WSH,54.0,52,25,21,6,153,1423,1270,.892,2.91,1,6.0,3154.0,23,.442,11,118.0,-23.73,0,2,2,8,58.407,2008
3240,Jason LaBarbera,28,LAK,45.0,42,17,23,2,121,1341,1220,.910,3.00,1,8.4,2421.0,20,.476,9,99.0,0.82,0,0,0,2,53.8,2008
3241,Dan LaCosta,21,CBJ,1.0,0,0,0,0,0,5,5,1.000,0.00,0,0.1,13.0,0,,0,0.0,0.0,0,0,0,0,13.0,2008
3242,Patrick Lalime,33,CHI,32.0,30,16,12,2,86,835,749,.897,2.82,1,4.0,1828.0,14,.467,5,113.0,-10.15,0,0,0,8,57.125,2008
3243,Pascal Leclaire,25,CBJ,54.0,52,24,17,6,112,1379,1267,.919,2.25,9,10.1,2986.0,30,.577,6,89.0,13.27,0,2,2,2,55.296,2008
3244,Manny Legace,34,STL,66.0,65,27,25,8,147,1648,1501,.911,2.41,5,10.5,3666.0,39,.600,12,98.0,2.71,0,2,2,4,55.545,2008
3245,Kari Lehtonen,24,ATL,48.0,45,17,22,5,131,1560,1429,.916,2.90,4,10.9,2707.0,27,.600,6,92.0,10.71,0,2,2,4,56.396,2008
3246,Michael Leighton,26,CAR,3.0,3,1,1,0,7,68,61,.897,2.66,0,0.3,158.0,1,.333,0,0.0,0.0,0,0,0,0,52.667,2008
3247,Henrik Lundqvist,25,NYR,72.0,72,37,24,10,160,1823,1663,.912,2.23,10,11.9,4305.0,41,.569,11,97.0,5.61,0,0,0,2,59.792,2008
3248,Roberto Luongo,28,VAN,73.0,73,35,29,9,168,2029,1861,.917,2.38,6,14.4,4233.0,42,.575,12,91.0,16.32,0,3,3,4,57.986,2008
3249,Joey MacDonald,27,NYI,2.0,2,0,1,1,6,73,67,.918,2.99,0,0.5,120.0,1,.500,1,0.0,0.0,0,0,0,0,60.0,2008
3250,Drew MacIntyre,24,VAN,2.0,0,0,1,0,3,22,19,.864,2.95,0,0.0,61.0,0,,0,0.0,0.0,0,0,0,0,30.5,2008
3251,Chris Mason,31,NSH,51.0,45,18,22,6,130,1278,1148,.898,2.90,4,6.3,2692.0,22,.489,15,112.0,-13.9,0,1,1,0,52.784,2008
3252,Curtis McElhinney,24,CGY,5.0,1,0,2,0,5,51,46,.902,2.00,0,0.3,150.0,0,.000,0,0.0,0.0,0,0,0,0,30.0,2008
3253,Ryan Miller,27,BUF,76.0,74,36,27,10,197,2104,1907,.906,2.64,3,12.3,4474.0,37,.500,12,103.0,-5.87,0,1,1,6,58.868,2008
3254,Evgeni Nabokov,32,SJS,77.0,76,46,21,8,163,1802,1639,.910,2.14,6,11.2,4561.0,47,.618,11,100.0,0.7,0,2,2,12,59.234,2008
3255,Antero Niittymaki,27,PHI,28.0,23,12,9,2,69,739,670,.907,2.91,1,4.4,1424.0,13,.565,5,103.0,-1.87,0,0,0,0,50.857,2008
3256,Fredrik Norrena,34,CBJ,37.0,30,10,19,6,89,856,767,.896,2.73,2,4.0,1960.0,12,.400,7,114.0,-11.24,0,1,1,0,52.973,2008
3257,Chris Osgood,35,DET,43.0,40,27,9,4,84,976,892,.914,2.09,4,6.6,2409.0,26,.650,8,95.0,4.66,0,3,3,0,56.023,2008
3258,Dimitri Patzold,24,SJS,3.0,0,0,0,0,4,20,16,.800,5.51,0,-0.1,44.0,0,,0,0.0,0.0,0,0,0,0,14.667,2008
3259,Ondrej Pavelec,20,ATL,7.0,5,3,3,0,18,190,172,.905,3.11,0,1.1,347.0,2,.400,0,0.0,0.0,0,0,0,2,49.571,2008
3260,Carey Price,20,MTL,41.0,40,24,12,3,103,1282,1179,.920,2.56,3,9.5,2413.0,24,.600,4,88.0,13.46,0,2,2,0,58.854,2008
3261,Jonathan Quick,22,LAK,3.0,2,1,2,0,9,62,53,.855,3.84,0,0.0,141.0,0,.000,1,0.0,0.0,0,0,0,0,47.0,2008
3262,Karri Ramo,21,TBL,22.0,20,7,11,3,64,632,568,.899,3.03,0,3.1,1269.0,9,.450,4,111.0,-6.59,0,1,1,4,57.682,2008
3263,Tuukka Rask,20,BOS,4.0,3,2,1,1,10,88,78,.886,3.25,0,0.3,184.0,1,.333,0,0.0,0.0,0,0,0,0,46.0,2008
3264,Andrew Raycroft,27,TOR,19.0,16,2,9,5,63,509,446,.876,3.92,1,1.2,965.0,4,.250,5,136.0,-16.76,0,0,0,0,50.789,2008
3265,Pekka Rinne,25,NSH,1.0,0,0,0,0,0,8,8,1.000,0.00,0,0.1,29.0,0,,0,0.0,0.0,0,0,0,0,29.0,2008
3266,Dwayne Roloson,38,EDM,43.0,38,15,17,5,119,1204,1085,.901,3.05,0,6.3,2340.0,17,.447,7,109.0,-9.63,0,1,1,2,54.419,2008
3267,Dany Sabourin,27,PIT,24.0,19,10,9,1,57,596,539,.904,2.75,2,3.4,1242.0,8,.421,5,105.0,-2.86,0,0,0,2,51.75,2008
3268,Curtis Sanford,28,VAN,16.0,9,4,3,1,32,313,281,.898,2.83,0,1.5,679.0,5,.556,2,0.0,0.0,0,1,1,2,42.438,2008
3269,Marek Schwarz,21,STL,2.0,0,0,1,0,6,17,11,.647,7.25,0,-0.4,50.0,0,,0,0.0,0.0,0,0,0,0,25.0,2008
3270,Mike Smith,25,TBL,34.0,32,15,19,0,84,848,764,.901,2.59,3,4.4,1946.0,14,.438,8,109.0,-6.97,0,1,1,12,57.235,2008
3271,Tobias Stephan,24,DAL,1.0,1,0,0,1,2,40,38,.950,1.98,0,0.4,61.0,1,1.000,0,0.0,0.0,0,0,0,0,61.0,2008
3272,Daniel Taylor,21,LAK,1.0,0,0,0,0,2,10,8,.800,6.00,0,-0.1,20.0,0,,0,0.0,0.0,0,0,0,0,20.0,2008
3273,Mikael Tellqvist,28,PHX,22.0,17,9,8,2,56,607,551,.908,2.74,2,3.7,1224.0,10,.588,2,102.0,-0.86,0,1,1,2,55.636,2008
3274,Jose Theodore,31,COL,53.0,52,28,21,3,123,1367,1244,.910,2.44,3,8.6,3028.0,31,.596,9,99.0,1.18,0,2,2,2,57.132,2008
3275,Jocelyn Thibault,33,BUF,12.0,7,3,4,2,28,214,186,.869,3.31,2,0.3,507.0,3,.429,4,0.0,0.0,0,0,0,0,42.25,2008
3276,Tim Thomas,33,BOS,57.0,55,28,19,6,136,1731,1595,.921,2.44,3,13.2,3342.0,38,.691,5,86.0,21.25,0,0,0,2,58.632,2008
3277,Hannu Toivonen,23,STL,23.0,17,6,10,5,69,566,497,.878,3.44,0,1.4,1202.0,6,.353,4,134.0,-17.58,0,0,0,2,52.261,2008
3278,Vesa Toskala,30,TOR,66.0,64,33,25,6,175,1824,1649,.904,2.74,3,10.2,3837.0,36,.563,13,106.0,-9.3,0,5,5,4,58.136,2008
3279,Marty Turco,32,DAL,62.0,60,32,21,6,140,1543,1403,.909,2.31,3,9.6,3629.0,30,.500,9,100.0,0.17,0,3,3,16,58.532,2008
3280,Steve Valiquette,30,NYR,13.0,10,5,3,3,25,296,271,.916,2.19,2,2.1,686.0,5,.500,2,0.0,0.0,0,0,0,2,52.769,2008
3281,Tomas Vokoun,31,FLA,69.0,69,30,29,8,180,2213,2033,.919,2.68,4,16.1,4031.0,41,.594,7,90.0,21.04,0,6,6,4,58.42,2008
3282,Cam Ward,23,CAR,69.0,67,37,25,5,180,1870,1690,.904,2.75,4,10.4,3930.0,35,.522,14,106.0,-10.12,0,1,1,4,56.957,2008
3283,Kevin Weekes,32,NJD,9.0,5,2,2,1,17,160,143,.894,2.97,0,0.7,343.0,2,.400,1,0.0,0.0,0,0,0,2,38.111,2008
3284,Tyler Weiman,23,COL,1.0,0,0,0,0,0,10,10,1.000,0.00,0,0.2,16.0,0,,0,0.0,0.0,0,0,0,0,16.0,2008
3285,Craig Anderson,27,FLA,31.0,27,15,7,5,74,977,903,.924,2.71,3,7.6,1636.0,16,.593,6,83.0,15.4,0,1,1,2,52.774,2009
3286,Alex Auld,28,OTT,43.0,38,16,18,7,101,1141,1040,.911,2.47,1,7.2,2449.0,22,.579,4,97.0,3.41,0,0,0,2,56.953,2009
3287,Niklas Backstrom,30,MIN,71.0,71,37,24,8,159,2059,1900,.923,2.33,8,15.6,4088.0,47,.662,9,84.0,29.42,0,0,0,6,57.577,2009
3288,Martin Biron,31,PHI,55.0,53,29,19,5,146,1718,1572,.915,2.76,2,11.5,3177.0,29,.547,7,93.0,11.21,0,4,4,0,57.764,2009
3289,Ben Bishop,22,STL,6.0,3,1,1,1,12,112,100,.893,2.94,0,0.5,245.0,1,.333,0,0.0,0.0,0,0,0,0,40.833,2009
3290,Brian Boucher,32,SJS,22.0,20,12,6,3,47,563,516,.917,2.18,2,3.9,1291.0,10,.500,1,91.0,4.52,0,0,0,2,58.682,2009
3291,Martin Brodeur*,36,NJD,31.0,30,19,9,3,73,870,797,.916,2.42,5,5.9,1814.0,20,.667,5,92.0,6.61,0,0,0,4,58.516,2009
3292,Ilya Bryzgalov,28,PHX,65.0,62,26,31,6,187,1994,1807,.906,2.98,3,11.4,3760.0,33,.532,13,102.0,-4.53,0,2,2,4,57.846,2009
3293,Peter Budaj,26,COL,56.0,55,20,29,5,154,1531,1377,.899,2.86,2,7.6,3232.0,27,.491,14,110.0,-13.9,0,1,1,0,57.714,2009
3294,Scott Clemmensen,31,NJD,40.0,39,25,13,1,94,1138,1044,.917,2.39,2,7.9,2356.0,22,.564,5,90.0,10.14,0,0,0,2,58.9,2009
3295,Matt Climie,25,DAL,3.0,3,2,1,0,9,85,76,.894,2.92,0,0.4,185.0,1,.333,1,0.0,0.0,0,0,0,0,61.667,2009
3296,Ty Conklin,32,DET,40.0,36,25,11,2,94,1033,939,.909,2.51,6,6.2,2246.0,18,.500,6,99.0,0.53,0,0,0,4,56.15,2009
3297,John Curry,24,PIT,3.0,2,2,1,0,6,69,63,.913,2.40,0,0.4,150.0,1,.500,0,0.0,0.0,0,0,0,0,50.0,2009
3298,Yann Danis,27,NYI,31.0,29,10,17,3,84,933,849,.910,2.86,2,5.7,1760.0,18,.621,7,98.0,1.38,0,0,0,0,56.774,2009
3299,Marc Denis,31,MTL,1.0,0,0,0,0,1,7,6,.857,3.00,0,0.0,20.0,0,,0,0.0,0.0,0,0,0,0,20.0,2009
3300,Jeff Deslauriers,24,EDM,10.0,7,4,3,0,30,302,272,.901,3.34,0,1.5,540.0,4,.571,2,0.0,0.0,0,1,1,0,54.0,2009
3301,Rick DiPietro,27,NYI,5.0,5,1,3,0,15,139,124,.892,3.52,0,0.6,256.0,2,.400,3,0.0,0.0,0,2,2,2,51.2,2009
3302,Wade Dubielewicz,30,CBJ,3.0,2,1,2,0,10,77,67,.870,3.56,0,0.1,169.0,0,.000,0,0.0,0.0,0,0,0,0,56.333,2009
3303,Brian Elliott,23,OTT,31.0,30,16,8,3,77,786,709,.902,2.77,1,4.1,1667.0,15,.500,7,107.0,-5.07,0,0,0,0,53.774,2009
3304,Dan Ellis,28,NSH,35.0,33,11,19,4,96,963,867,.900,2.93,3,4.9,1965.0,16,.485,8,109.0,-7.88,0,0,0,2,56.143,2009
3305,Erik Ersberg,26,LAK,28.0,25,8,11,5,65,651,586,.900,2.64,0,3.3,1477.0,11,.440,4,109.0,-5.43,0,0,0,2,52.75,2009
3306,Manny Fernandez,34,BOS,28.0,27,16,8,3,71,791,720,.910,2.59,1,4.9,1644.0,15,.556,4,98.0,1.38,0,0,0,2,58.714,2009
3307,Marc-Andre Fleury,24,PIT,62.0,61,35,18,7,162,1850,1688,.912,2.67,4,11.9,3641.0,31,.508,7,96.0,7.29,0,1,1,8,58.726,2009
3308,Mathieu Garon,31,PIT,19.0,16,8,9,0,53,502,449,.894,3.12,0,2.2,1021.0,7,.438,6,115.0,-7.06,0,0,0,0,53.737,2009
3309,Martin Gerber,34,TOR,26.0,26,10,14,1,78,799,721,.902,3.03,1,4.2,1545.0,13,.500,5,107.0,-4.88,0,1,1,16,59.423,2009
3310,Jean-Sebastien Giguere,31,ANA,46.0,44,19,18,6,127,1274,1147,.900,3.10,2,6.4,2458.0,20,.455,10,109.0,-10.42,0,0,0,4,53.435,2009
3311,Jaroslav Halak,23,MTL,34.0,33,18,14,1,92,1077,985,.915,2.86,1,7.2,1931.0,18,.545,2,93.0,6.56,0,0,0,0,56.794,2009
3312,Josh Harding,24,MIN,19.0,11,3,9,1,32,453,421,.929,2.21,0,3.8,870.0,5,.455,0,77.0,9.45,0,0,0,2,45.789,2009
3313,Johan Hedberg,35,ATL,33.0,26,13,12,3,100,875,775,.886,3.49,0,3.0,1717.0,9,.346,6,125.0,-19.93,0,0,0,2,52.03,2009
3314,Riku Helenius,20,TBL,1.0,0,0,0,0,0,2,2,1.000,0.00,0,0.0,7.0,0,,0,0.0,0.0,0,0,0,0,7.0,2009
3315,Jonas Hiller,26,ANA,46.0,38,23,15,1,99,1217,1118,.919,2.39,4,8.6,2486.0,23,.605,6,89.0,12.37,0,0,0,0,54.043,2009
3316,Chris Holt,23,STL,1.0,0,0,0,0,0,3,3,1.000,0.00,0,0.0,19.0,0,,0,0.0,0.0,0,0,0,0,19.0,2009
3317,Jimmy Howard,24,DET,1.0,1,0,1,0,4,28,24,.857,4.10,0,0.0,59.0,0,.000,0,0.0,0.0,0,0,0,0,59.0,2009
3318,Cristobal Huet,33,CHI,41.0,40,20,15,4,99,1087,988,.909,2.53,3,6.5,2351.0,25,.625,8,100.0,0.47,0,0,0,2,57.341,2009
3319,Brent Johnson,31,WSH,21.0,19,12,6,2,53,579,526,.908,2.81,0,3.5,1131.0,11,.579,2,100.0,-0.02,0,1,1,4,53.857,2009
3320,Curtis Joseph,41,TOR,21.0,11,5,9,1,50,383,333,.869,3.57,0,0.6,841.0,2,.182,5,143.0,-14.95,0,0,0,0,40.048,2009
3321,Nikolai Khabibulin,36,CHI,42.0,39,25,8,7,96,1192,1096,.919,2.33,3,8.6,2467.0,24,.615,3,88.0,13.08,0,2,2,8,58.738,2009
3322,Miikka Kiprusoff,32,CGY,76.0,76,45,24,5,209,2155,1946,.903,2.84,4,11.5,4418.0,38,.500,11,106.0,-11.8,0,3,3,2,58.132,2009
3323,Olaf Kolzig,38,TBL,8.0,8,2,4,1,25,245,220,.898,3.66,0,1.2,410.0,3,.375,2,0.0,0.0,0,0,0,0,51.25,2009
3324,Brent Krahn,26,DAL,1.0,0,0,0,0,3,9,6,.667,9.00,0,-0.2,20.0,0,,0,0.0,0.0,0,0,0,0,20.0,2009
3325,Jason LaBarbera,29,VAN,28.0,24,8,10,6,67,674,607,.901,2.78,2,3.4,1446.0,13,.542,7,109.0,-5.32,0,0,0,2,51.643,2009
3326,Dan LaCosta,22,CBJ,3.0,2,2,0,0,4,80,76,.950,1.54,1,0.8,156.0,2,1.000,0,0.0,0.0,0,0,0,0,52.0,2009
3327,Patrick Lalime,34,BUF,24.0,21,5,13,3,67,669,602,.900,3.10,0,3.3,1297.0,11,.524,6,109.0,-5.78,0,0,0,0,54.042,2009
3328,Pascal Leclaire,26,CBJ,12.0,12,4,6,1,43,324,281,.867,3.83,0,0.4,674.0,3,.250,3,0.0,0.0,0,1,1,0,56.167,2009
3329,Manny Legace,35,STL,29.0,28,13,9,2,77,669,592,.885,3.18,0,2.2,1452.0,11,.393,8,126.0,-15.78,0,0,0,0,50.069,2009
3330,Kari Lehtonen,25,ATL,46.0,45,19,22,3,134,1498,1364,.911,3.06,3,9.3,2624.0,27,.600,7,98.0,3.08,0,1,1,6,57.043,2009
3331,Michael Leighton,27,CAR,19.0,14,6,7,2,50,507,457,.901,2.92,0,2.6,1029.0,7,.500,1,108.0,-3.6,0,0,0,4,54.158,2009
3332,Henrik Lundqvist,26,NYR,70.0,70,38,25,7,168,2007,1839,.916,2.43,3,13.7,4153.0,46,.657,9,91.0,15.66,0,2,2,0,59.329,2009
3333,Roberto Luongo,29,VAN,54.0,53,33,13,7,124,1542,1418,.920,2.34,9,11.1,3181.0,32,.604,7,88.0,17.11,0,1,1,4,58.907,2009
3334,Joey MacDonald,28,NYI,49.0,46,14,26,6,157,1584,1427,.901,3.37,1,8.1,2792.0,21,.457,6,108.0,-12.05,0,1,1,6,56.98,2009
3335,Peter Mannino,24,NYI,3.0,2,1,1,0,10,87,77,.885,4.52,0,0.3,133.0,1,.500,0,0.0,0.0,0,0,0,0,44.333,2009
3336,Chris Mason,32,STL,57.0,51,27,21,7,129,1544,1415,.916,2.41,6,10.6,3215.0,31,.608,8,91.0,12.29,0,1,1,0,56.404,2009
3337,Steve Mason,20,CBJ,61.0,61,33,20,7,140,1658,1518,.916,2.29,10,11.2,3664.0,34,.557,10,92.0,11.72,0,0,0,2,60.066,2009
3338,Curtis McElhinney,25,CGY,14.0,5,1,6,1,31,280,249,.889,3.59,0,1.1,518.0,2,.400,2,0.0,0.0,0,0,0,2,37.0,2009
3339,Mike McKenna,25,TBL,15.0,14,4,8,1,46,406,360,.887,3.56,1,1.4,776.0,4,.286,6,124.0,-8.85,0,1,1,0,51.733,2009
3340,Ryan Miller,28,BUF,59.0,58,34,18,6,145,1773,1628,.918,2.53,5,12.5,3443.0,38,.655,7,89.0,17.25,0,0,0,4,58.356,2009
3341,Al Montoya,23,PHX,5.0,4,3,1,0,9,120,111,.925,2.08,1,0.9,259.0,3,.750,1,0.0,0.0,0,0,0,0,51.8,2009
3342,Evgeni Nabokov,33,SJS,62.0,62,41,12,8,150,1663,1513,.910,2.44,7,10.2,3686.0,38,.613,12,99.0,2.18,0,1,1,12,59.452,2009
3343,Michal Neuvirth,20,WSH,5.0,3,2,1,0,11,102,91,.892,3.00,0,0.4,220.0,1,.333,1,0.0,0.0,0,0,0,0,44.0,2009
3344,Antti Niemi,25,CHI,3.0,2,1,1,1,8,59,51,.864,3.40,0,0.1,141.0,1,.500,1,0.0,0.0,0,0,0,0,47.0,2009
3345,Antero Niittymaki,28,PHI,32.0,29,15,8,6,83,947,864,.912,2.76,1,6.1,1805.0,14,.483,6,96.0,3.66,0,1,1,2,56.406,2009
3346,Fredrik Norrena,35,CBJ,8.0,5,1,3,2,17,133,116,.872,3.16,0,0.3,323.0,1,.200,1,0.0,0.0,0,0,0,0,40.375,2009
3347,Chris Osgood,36,DET,46.0,44,26,9,8,137,1208,1071,.887,3.09,2,4.3,2663.0,19,.432,10,124.0,-26.46,0,2,2,8,57.891,2009
3348,Ondrej Pavelec,21,ATL,12.0,11,3,7,0,36,301,265,.880,3.60,0,0.9,599.0,3,.273,4,0.0,0.0,0,0,0,0,49.917,2009
3349,Justin Pogge,22,TOR,7.0,6,1,4,1,27,173,146,.844,4.36,0,-0.2,372.0,1,.167,3,0.0,0.0,0,0,0,0,53.143,2009
3350,Carey Price,21,MTL,52.0,49,23,16,10,143,1513,1370,.905,2.83,1,8.5,3036.0,30,.612,8,103.0,-4.55,0,1,1,4,58.385,2009
