,season,Unnamed: 0,age,gp,gs,wins,losses,ties,goals_against,shots,saves,save_pct,goals_avg,shutouts,gps,minutes,quality_starts,quality_start_pct,really_bad_starts,ga_pct_minus,gs_above_avg,goals_scored,assists,points,plm,mpg,name,team
3175,2007,1.00681782146821,22,0.06254653760238273,,0.0,0.0,0.0,0.012214628471717318,0.016204150246644802,0.01662176355084707,1.0379612141204009,0.4152325155620653,0.0,0.018948793142341526,0.025373555117000283,,,,0.0,0.0,,0.0,0.0,0.0,0.4453742581219532,Tomas Popperle,CBJ
3176,2007,1.0071349294434755,20,0.06254653760238273,,0.0,0.0,0.0,0.04885851388686927,0.02662110397663075,0.0242933467281611,0.9228804767098503,1.0611497619919448,0.0,-0.018948793142341526,0.03946997462644488,,,,0.0,0.0,,0.0,0.0,0.0,0.6928044015230382,Karri Ramo,TBL
3177,2007,1.007452037418741,26,2.251675353685778,,2.526829268292683,2.212855637513172,2.690391459074733,2.5039988367020505,2.235015294733651,2.2068587606740033,0.9988561091750681,0.9196631270596854,1.135135135135135,1.7811865553801034,2.3163236537919367,,,,1.4574748257164987,-92.66933867735474,,1.4,1.4,1.8876404494382022,1.129389940951385,Andrew Raycroft,TOR
3178,2007,1.0077691453940067,37,2.126582278481013,,1.8439024390243903,3.0094836670179137,1.793594306049822,2.1986331249091173,2.2789979882602585,2.2874103840358004,1.015615439865925,0.8458440131819849,2.27027027027027,2.4254455222197153,2.2170848604454467,,,,1.2492641363284274,27.691382765531074,,4.2,4.2,2.831460674157303,1.1445920489619474,Dwayne Roloson,EDM
3179,2007,1.0080862533692723,26,0.28145941921072226,,0.13658536585365855,0.3540569020021075,0.298932384341637,0.2565071979060637,0.25926640394631684,0.2595552308324581,1.0122635737277534,0.8089344562431345,0.0,0.2652831039927813,0.2706512545813363,,,,0.0,0.0,,0.0,0.0,0.0,1.0556953470408057,Dany Sabourin,VAN
3180,2007,1.0084033613445378,27,0.9694713328369323,,0.5463414634146342,1.0621707060063224,1.494661921708185,0.9649556492656681,0.8183095874555626,0.8029590392255354,0.9921523768987254,0.9811790552911024,0.0,0.5684637942702457,0.8412743163236538,,,,1.5355538342370254,-50.543086172344715,,0.0,0.0,0.0,0.9526852297400659,Curtis Sanford,STL
3181,2007,1.0087204693198033,26,0.06254653760238273,,0.0,0.0,0.0,0.04885851388686927,0.02662110397663075,0.0242933467281611,0.9228804767098503,1.7839619187110953,0.0,-0.018948793142341526,0.023118127995489145,,,,0.0,0.0,,0.0,0.0,0.0,0.40578543517777954,Philippe Sauve,BOS
3182,2007,1.009037577295069,20,0.06254653760238273,,0.0,0.08851422550052687,0.0,0.036643885415151956,0.028935982583294294,0.02812913831681812,0.983214067196935,0.9227389234712562,0.0,0.018948793142341526,0.03383140682266704,,,,0.0,0.0,,0.0,0.0,0.0,0.5938323441626042,Marek Schwarz,STL
3183,2007,1.0093546852703346,24,0.7192851824274014,,0.8195121951219513,0.44257112750263433,0.597864768683274,0.5496582812272793,0.5914514840025353,0.5958262934380565,1.0189673060040962,0.6859025997803004,1.7027027027027029,0.6632077599819534,0.6839582745982521,,,,1.210224632068164,14.39278557114229,,0.0,0.0,0.47191011235955055,1.043937466626386,Mike Smith,DAL
3184,2007,1.0096717932456,27,0.9694713328369323,,0.751219512195122,1.0621707060063224,0.896797153024911,1.1237458193979932,0.9247940033620856,0.9039682177268368,0.988800510760554,1.0273160014646652,1.135135135135135,0.5874125874125873,0.9303636876233436,,,,1.5876065065840432,-68.55511022044091,,1.4,1.4,0.0,1.0535773450132926,Mikael Tellqvist,TOR
3185,2007,1.0099889012208656,30,1.032017870439315,,0.8878048780487805,1.327713382507903,0.298932384341637,1.1603897048131453,1.0069721938986413,0.9909128270697292,0.9955042430368967,1.0027096301720984,0.0,0.7390029325513194,0.9856216521003665,,,,1.496514329976762,-52.85771543086175,,1.4,1.4,1.4157303370786516,1.0485099756764382,Jose Theodore,COL
3186,2007,1.0103060091961313,32,0.6880119136262101,,0.4780487804878049,0.708113804004215,0.597864768683274,0.6351606805293005,0.6620552815057734,0.6648705420338828,1.015615439865925,0.8704503844745517,0.5675675675675675,0.7011053462666365,0.6208063151959402,,,,1.2492641363284274,9.258517034068142,,0.0,0.0,0.0,0.9906113221205843,Jocelyn Thibault,PIT
3187,2007,1.0106231171713969,32,2.06403574087863,,2.048780487804878,2.5669125395152794,1.195729537366548,2.308564781154573,2.297517017113567,2.2963605644093334,1.01114628501503,0.9627242768216773,1.7027027027027029,2.273855177080983,2.0405976881872006,,,,1.3013168086754452,-3.787575150300603,,0.0,0.0,1.4157303370786516,1.085386964248936,Tim Thomas,BOS
3188,2007,1.0109402251466624,22,0.5629188384214445,,0.20487804878048782,0.7966280295047419,0.298932384341637,0.7695215937181911,0.5810345302725494,0.5613041691401434,0.9776276236333161,1.3010618820944713,0.0,0.2652831039927813,0.504087961657739,,,,1.7177381874515878,-64.935871743487,,0.0,0.0,0.47191011235955055,0.9831290345841355,Hannu Toivonen,BOS
3189,2007,1.0112573331219281,29,1.1883842144452719,,1.775609756097561,0.8851422550052687,0.298932384341637,1.0260287916242548,1.059056962548571,1.0625142700579935,1.014498151153201,0.7228121567191507,2.27027027027027,1.1179787953981501,1.2077812235692134,,,,1.2622773044151818,11.36272545090181,,4.2,4.2,0.0,1.1157713858585891,Vesa Toskala,SJS
3190,2007,1.0115744410971936,31,2.0953090096798213,,2.5951219512195123,1.7702845100105373,1.494661921708185,1.7100479860404245,1.810235070410891,1.8207224074158637,1.0167327285786487,0.6859025997803004,3.4054054054054057,1.9896232799458602,2.122356921341979,,,,1.2232378001549185,34.509018036072156,,5.6,5.6,4.247191011235955,1.1120302420903647,Marty Turco,DAL
3191,2007,1.0118915490724592,29,0.0938198064035741,,0.06829268292682927,0.17702845100105374,0.0,0.07328777083030391,0.052084768649929725,0.04986529065254121,0.9686893139315258,0.9658000732332482,0.0,0.018948793142341526,0.06484352974344516,,,,0.0,0.0,,0.0,0.0,0.0,0.7587791749595035,Steve Valiquette,NYR
3192,2007,1.0122086570477247,30,1.3760238272524201,,1.8439024390243903,1.0621707060063224,1.195729537366548,1.270321361058601,1.5035136550279715,1.5279236494817114,1.0279056157058866,0.7381911387770049,2.8378378378378377,1.913828107376494,1.4665914857626163,,,,1.0931061192873741,80.33867735470946,,2.8,2.8,0.9438202247191011,1.1701268397609395,Tomas Vokoun,NSH
3193,2007,1.0125257650229904,21,0.12509307520476545,,0.13658536585365855,0.17702845100105374,0.0,0.12214628471717319,0.09375258356987351,0.09078040093154938,0.9798622010587636,0.9135115342365437,0.0,0.03789758628468305,0.11389906963631238,,,,0.0,0.0,,1.4,1.4,0.0,0.9996177793403838,Michael Wall,ANA
3194,2007,1.012842872998256,22,1.8763961280714818,,2.048780487804878,1.8587987355110642,1.793594306049822,2.039842954776792,1.880838867914129,1.86419471208731,1.0022079753132396,0.9012083485902602,1.135135135135135,1.6106474170990297,1.929517902452777,,,,1.4054221533694808,-54.79358717434872,,1.4,1.4,1.4157303370786516,1.1289346694875269,Cam Ward,CAR
3195,2007,1.0131599809735214,31,0.4378257632166791,,0.2731707317073171,0.5310853530031612,0.597864768683274,0.5252290242838447,0.410890952682779,0.39892232522032967,0.9820967784842113,1.0426949835225197,0.0,0.2084367245657568,0.42909500986749366,,,,1.66568551510457,-39.39078156312627,,0.0,0.0,0.0,1.0759648243882225,Kevin Weekes,NYR
3196,2008,0.9864197530864197,29,0.03335832083958021,0.03625254582484725,0.0,0.09290187891440502,0.0,0.04122915379864114,0.0411990797890248,0.04119607480096279,1.006381549484998,1.104035726099901,0.0,0.04036281179138322,0.0358694995062906,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.1895140990834057,David Aebischer,PHX
3197,2008,0.9867283950617284,26,0.5670914542728636,0.4712830957230143,0.5788617886178862,0.5574112734864302,0.3272058823529412,0.48100679431747995,0.6679244753675233,0.686601246682713,1.0351669403393542,0.8280267945749257,1.1055900621118013,0.9888888888888889,0.5589663673063618,0.6105182926829268,1.5719645728579086,0.20794392523364486,1.1317555634051573,25.01860272840018,,1.2361111111111112,1.2361111111111112,0.7606837606837606,1.0903879241597885,Craig Anderson,FLA
3198,2008,0.987037037037037,30,0.6338080959520239,0.43503054989816703,0.3617886178861789,0.5574112734864302,0.3272058823529412,0.6046942557134033,0.480655930871956,0.4682620502376103,0.9809175498830671,1.1739579887528946,0.0,0.2623582766439909,0.49499909318681024,0.3391768292682927,0.94726766890426,0.8317757009345794,1.980572235959025,-16.611616370401002,,0.0,0.0,0.0,0.8639639153992621,Jean-Sebastien Aubin,LAK
3199,2008,0.9873456790123457,27,1.0674662668665666,1.0150712830957231,0.8682926829268293,1.2077244258872653,1.6360294117647058,1.058214947498456,1.0324739086522277,1.0299018700240696,1.0041672886500475,0.9862719153159115,1.6583850931677018,0.9888888888888889,1.02945463583054,0.8140243902439024,0.9745271701676917,1.247663551401869,1.6033203814906394,-3.440057875155025,,0.0,0.0,0.0,1.066835544997937,Alex Auld,PHX
3200,2008,0.9876543209876543,29,1.934782608695652,2.0301425661914463,2.3878048780487804,1.2077244258872653,2.6176470588235294,1.8003397158739962,2.0337363932218606,2.0570573350614083,1.0185599840772255,0.8501075090969238,2.2111801242236027,2.441950113378685,2.0379853969490775,2.2385670731707314,1.337987187013451,1.0397196261682242,1.3989756269869305,31.236461347664342,,0.0,0.0,0.7606837606837606,1.1652480114621042,Niklas Backstrom,MIN
3201,2008,0.9879629629629629,23,0.03335832083958021,0.0,0.0,0.0,0.0,0.013743051266213712,0.011236112669734037,0.01098561994692341,0.9842389411354929,0.8280267945749257,0.0,0.0,0.01614127477783077,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.5352813445875325,Chris Beckford-Tseu,STL
3202,2008,0.9882716049382716,19,0.13343328335832083,0.145010183299389,0.07235772357723577,0.2787056367432151,0.0,0.2198888202594194,0.14731792166984628,0.14006665432327348,0.9565606806986119,1.483087992060867,0.0,0.02018140589569161,0.14228234804161938,0.06783536585365853,0.5679062763214987,0.20794392523364486,0.0,0.0,,0.0,0.0,0.0,1.1796014815910438,Jonathan Bernier,LAK
3203,2008,0.9885802469135803,30,2.068215892053973,2.138900203665988,2.1707317073170733,1.8580375782881005,2.9448529411764706,2.102686843730698,2.3283722365615533,2.35092266864161,1.016345723242275,0.9531508435329145,2.7639751552795033,2.704308390022676,2.1157026458793737,2.2385670731707314,1.269838433854871,1.6635514018691588,1.4146944542564466,30.206283588259634,,1.2361111111111112,1.2361111111111112,3.0427350427350426,1.1316442381629979,Martin Biron,PHI
3204,2008,0.9888888888888889,31,0.16679160419790104,0.10875763747454176,0.21707317073170732,0.09290187891440502,0.3272058823529412,0.09620135886349598,0.12859106722028954,0.13182743936308092,1.0318455490869285,0.6477009593119419,0.5527950310559007,0.1816326530612245,0.14228234804161938,0.2035060975609756,2.271625105285995,0.0,0.0,0.0,,0.0,0.0,0.0,0.9436811852728351,Brian Boucher,SJS
3205,2008,0.9891975308641975,35,2.568590704647676,2.7914460285132385,3.1837398373983743,2.5083507306889357,1.9632352941176472,2.308832612723904,2.6080265963416003,2.6379219897549837,1.0185599840772255,0.7985858418789283,2.2111801242236027,3.1281179138321997,2.7709188368609485,3.3917682926829267,1.4742846933306106,1.247663551401869,1.3989756269869305,40.04816039685823,,4.944444444444445,4.944444444444445,2.282051282051282,1.1933800199054267,Martin Brodeur*,NJD
3206,2008,0.9895061728395061,27,2.1349325337331333,2.2476578411405295,2.0260162601626015,2.3225469728601253,1.9632352941176472,2.020228536133416,2.2834277858826173,2.309726593840647,1.0185599840772255,0.8979490572279194,1.6583850931677018,2.7244897959183674,2.160539520262237,2.5099085365853657,1.3561601878557388,1.0397196261682242,1.3832567997174143,35.228400165357606,,0.0,0.0,0.7606837606837606,1.119511194352347,Ilya Bryzgalov,ANA
3207,2008,0.9898148148148148,25,1.1675412293853074,1.0875763747454175,1.1577235772357723,0.9290187891440502,1.3088235294117647,1.1269302038295244,1.0599399618449108,1.0532463124112819,0.9997387669801464,0.9457906053589151,0.0,0.9485260770975057,1.143041384267127,0.8140243902439024,0.908650042114398,1.247663551401869,1.6661956905687036,-8.958867300537417,,1.2361111111111112,1.2361111111111112,0.7606837606837606,1.083032761980456,Peter Budaj,COL
3208,2008,0.9901234567901235,30,0.10007496251874062,0.0725050916496945,0.07235772357723577,0.09290187891440502,0.0,0.13743051266213713,0.07740433172483448,0.07140652965500216,0.9288824202617307,1.4315663248428716,0.0,-0.02018140589569161,0.09206504873281253,0.0,0.0,0.20794392523364486,0.0,0.0,,0.0,0.0,0.0,1.0176887874708076,Scott Clemmensen,TOR
3209,2008,0.9904320987654321,31,0.3002248875562219,0.32627291242362527,0.14471544715447154,0.37160751565762007,0.3272058823529412,0.38480543545398394,0.30836886993603413,0.30073134604702834,0.9820246803005425,1.2622808468408868,0.0,0.1816326530612245,0.2923364209762684,0.2713414634146341,1.0086015467469818,0.6238317757009345,0.0,0.0,,0.0,0.0,0.7606837606837606,1.077164492424978,Dan Cloutier,LAK
3210,2008,0.9907407407407407,31,1.1008245877061469,1.0875763747454175,1.302439024390244,0.7432150313152401,1.6360294117647058,1.0719579987646695,1.264686903826731,1.2839443312966734,1.0218813753296512,0.923709890836917,1.1055900621118013,1.5943310657596372,1.1155414346456376,1.153201219512195,1.2880114346971592,1.0397196261682242,1.3361003179088662,25.791236047953713,,1.2361111111111112,1.2361111111111112,1.5213675213675213,1.121017912211186,Ty Conklin,PIT
3211,2008,0.9910493827160494,23,0.16679160419790104,0.10875763747454176,0.07235772357723577,0.18580375782881003,0.0,0.1099444101297097,0.13982717989002358,0.14281305931000432,1.0285241578345028,0.7875454846179294,0.5527950310559007,0.1816326530612245,0.13391279815681822,0.13567073170731705,1.5151739452257587,0.0,0.0,0.0,,0.0,0.0,0.0,0.8881705273156094,Corey Crawford,CHI
3212,2008,0.991358024691358,30,0.3335832083958021,0.145010183299389,0.07235772357723577,0.4645093945720251,0.0,0.38480543545398394,0.2484429356974526,0.23481762636548786,0.9510250286112357,1.4904482302348663,0.0,0.02018140589569161,0.2480973715851766,0.06783536585365853,0.5679062763214987,0.0,0.0,0.0,,0.0,0.0,0.7606837606837606,0.8227472518660222,Marc Denis,TBL
3213,2008,0.9916666666666667,26,2.1015742128935533,2.2839103869653767,1.8813008130081301,2.6012526096033404,2.2904411764705883,2.391290920321186,2.221004937717428,2.203990001851509,0.9986316365626712,1.0377935825339069,1.6583850931677018,1.9374149659863946,2.2161372444969873,1.6958841463414633,0.90183516679854,2.2873831775700935,1.6976333451077357,-22.792682926829283,,7.416666666666667,7.416666666666667,6.846153846153846,1.166536651736111,Rick DiPietro,NYI
3214,2008,0.9919753086419754,29,0.6671664167916042,0.6162932790224033,0.651219512195122,0.8361169102296452,0.3272058823529412,0.7008956145768993,0.7827825159914713,0.7909646361784854,1.0174528536597502,0.993632153489911,0.0,0.928344671201814,0.6767378906853493,0.7461890243902439,1.4697414431200386,0.20794392523364486,1.4146944542564466,10.96403472509302,,0.0,0.0,0.0,1.122108300135346,Wade Dubielewicz,NYI
3215,2008,0.9922839506172839,22,0.03335832083958021,0.03625254582484725,0.07235772357723577,0.0,0.0,0.013743051266213712,0.036205251935809674,0.03844966981423193,1.0694879832810869,0.37169202778696664,0.0,0.08072562358276644,0.0358694995062906,0.06783536585365853,2.271625105285995,0.0,0.0,0.0,,0.0,0.0,0.0,1.1895140990834057,Brian Elliott,OTT
3216,2008,0.9925925925925926,27,1.4677661169415293,1.3413441955193484,1.6642276422764228,0.9290187891440502,0.9816176470588236,1.195645460160593,1.4319801369094378,1.4555946429673519,1.0229885057471266,0.8611478663579227,3.3167701863354035,1.8365079365079364,1.3325519066586957,1.5602134146341462,1.4129508154878887,1.6635514018691588,1.304662663369834,31.64117403885905,,0.0,0.0,0.0,1.004326579091104,Dan Ellis,NSH
3217,2008,0.9929012345679012,25,1.0341079460269864,0.9425661914460286,0.8682926829268293,1.2077244258872653,1.3088235294117647,1.2093885114268066,0.9987655706430255,0.9777201752761835,0.9853460715529682,1.1518772742308967,0.0,0.6458049886621315,1.0097264111020803,0.7461890243902439,0.9608974195359758,1.0397196261682242,1.9019780996114448,-28.201116163704025,,0.0,0.0,2.282051282051282,1.080158102907671,Ray Emery,OTT
3218,2008,0.9932098765432099,25,0.4670164917541229,0.4712830957230143,0.43414634146341463,0.4645093945720251,0.9816176470588236,0.4535206917850525,0.5643025474133094,0.5753718447201136,1.0263098969995523,0.9126695335759181,1.1055900621118013,0.7467120181405896,0.47766216842543646,0.5426829268292682,1.3970494397508868,0.4158878504672897,1.2575061815612858,14.827201322860695,,0.0,0.0,0.0,1.1314459858131507,Erik Ersberg,LAK
3219,2008,0.9935185185185185,33,0.13343328335832083,0.145010183299389,0.14471544715447154,0.18580375782881003,0.0,0.2198888202594194,0.11860341151385928,0.10848299697586866,0.921132507339404,1.4462868011908703,0.5527950310559007,-0.06054421768707483,0.14586929799224843,0.06783536585365853,0.5679062763214987,0.6238317757009345,0.0,0.0,,0.0,0.0,0.0,1.209339334068129,Manny Fernandez,BOS
3220,2008,0.9938271604938271,23,1.1675412293853074,1.1963340122199593,1.3747967479674796,0.9290187891440502,0.6544117647058824,0.9894996911673873,1.1348473796431378,1.1493704869468617,1.0196671144947007,0.8574677472709231,2.2111801242236027,1.3925170068027213,1.110161009719694,1.4923780487804879,1.5151739452257587,1.455607476635514,1.3675379724478982,19.463001240181907,,1.2361111111111112,1.2361111111111112,0.0,1.0518674925844707,Marc-Andre Fleury,PIT
3221,2008,0.9941358024691358,30,1.5678410794602697,1.595112016293279,1.8813008130081301,1.6722338204592904,0.3272058823529412,1.621680049413218,1.6966530131298396,1.704144294266494,1.0108100711548986,0.9789116771419122,2.2111801242236027,1.816326530612245,1.5890188281286735,1.6958841463414633,1.290283059802445,1.8714953271028036,1.5090074178735429,10.044233154195954,,0.0,0.0,3.0427350427350426,1.1211765140910641,Mathieu Garon,EDM
3222,2008,0.9944444444444445,33,1.9014242878560719,1.9938900203665988,2.1707317073170733,1.6722338204592904,1.3088235294117647,1.9927424336009882,2.021251823588823,2.024100475220638,1.0074886799024731,1.0009923916639103,1.1055900621118013,2.078684807256236,1.9112464986935174,1.8315548780487805,1.1153679266954235,2.2873831775700935,1.5561638996820912,3.8079785035138505,,2.4722222222222223,2.4722222222222223,2.282051282051282,1.1119577798231675,Martin Gerber,OTT
3223,2008,0.9947530864197531,30,1.934782608695652,2.0663951120162936,2.532520325203252,1.5793319415448852,1.9632352941176472,1.6079369981470044,1.8826731006621031,1.9101246682713078,1.0207742449121762,0.7801852464439301,2.2111801242236027,2.3612244897959185,1.978800722763698,2.5777439024390243,1.5151739452257587,1.6635514018691588,1.3361003179088662,36.773666804464675,,0.0,0.0,1.5213675213675213,1.1314063353431811,Jean-Sebastien Giguere,ANA
3224,2008,0.9950617283950617,32,0.5670914542728636,0.43503054989816703,0.3617886178861789,0.6503131524008351,0.3272058823529412,0.7283817171093268,0.5293457524408035,0.5094581250385731,0.9687391152908394,1.3800446576248762,0.0,0.1816326530612245,0.5069555930222405,0.2035060975609756,0.5679062763214987,0.8317757009345794,2.169198163193218,-26.637453493179017,,1.2361111111111112,1.2361111111111112,1.5213675213675213,0.9889223715079739,John Grahame,CAR
3225,2008,0.9953703703703703,22,0.10007496251874062,0.0725050916496945,0.0,0.09290187891440502,0.3272058823529412,0.09620135886349598,0.062422848165189095,0.05904770721471333,0.9521321590287108,1.1997188223618922,0.0,0.0,0.07711942393852478,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.8524851043431073,Thomas Greiss,SJS
3226,2008,0.995679012345679,22,0.20014992503748125,0.145010183299389,0.14471544715447154,0.09290187891440502,0.3272058823529412,0.13743051266213713,0.18851700145887107,0.1936215515645251,1.034059809921879,0.7765051273569303,0.5527950310559007,0.28253968253968254,0.17038012265488034,0.13567073170731705,1.1358125526429974,0.0,0.0,0.0,,0.0,0.0,0.0,0.9416986617743628,Jaroslav Halak,MTL
3227,2008,0.9959876543209877,23,0.967391304347826,0.9063136456211813,0.7959349593495936,1.3935281837160753,0.6544117647058824,1.058214947498456,1.0462069352485692,1.0450070974510892,1.0052744190675225,1.0819550115779029,0.5527950310559007,1.0292517006802722,0.9391830620730421,0.8140243902439024,1.0903800505372776,0.8317757009345794,1.5876015542211233,-1.6004547333608938,,1.2361111111111112,1.2361111111111112,0.0,1.0739726295924374,Josh Harding,MIN
3228,2008,0.9962962962962963,43,1.3676911544227885,1.4501018329938902,1.9536585365853658,0.9290187891440502,0.9816176470588236,1.154416306361952,1.0674307036247335,1.0587391223847435,0.9986316365626712,0.7875454846179294,2.7639751552795033,0.9081632653061225,1.4048887306630484,1.2888719512195121,1.0790219250108475,1.247663551401869,1.6976333451077357,-11.644687887556849,,1.2361111111111112,1.2361111111111112,4.564102564102564,1.1363229936193926,Dominik Hasek*,DET
3229,2008,0.9966049382716049,34,1.2008995502248876,1.160081466395112,1.0130081300813008,1.3935281837160753,0.9816176470588236,1.525478690549722,1.2809168443496803,1.256480281429365,0.9875603323879187,1.2733212041018858,0.5527950310559007,0.8678004535147392,1.1520087591436996,0.8140243902439024,0.8518594144822481,1.6635514018691588,1.8705404450724126,-32.74493592393553,,1.2361111111111112,1.2361111111111112,6.085470085470085,1.0612051782622756,Johan Hedberg,ATL
3230,2008,0.9969135802469136,25,0.7672413793103448,0.6525458248472505,0.7235772357723578,0.6503131524008351,0.3272058823529412,0.577208153180976,0.7216081247895859,0.7360365364438685,1.0263098969995523,0.7581045319219321,0.0,0.9687074829931973,0.7311399649365566,0.8140243902439024,1.5151739452257587,0.20794392523364486,1.2575061815612858,19.334229020256316,,1.2361111111111112,1.2361111111111112,0.0,1.0541870450776833,Jonas Hiller,ANA
3231,2008,0.9972222222222222,29,1.5678410794602697,1.7038696537678208,1.5195121951219512,1.4864300626304803,1.9632352941176472,1.7728536133415689,1.453203905285602,1.421264580633216,0.9842389411354929,1.1187562024478996,1.1055900621118013,0.9081632653061225,1.5238559040255788,1.2888719512195121,0.9177365425355418,3.5350467289719623,1.9176969268809607,-42.789169078131486,,1.2361111111111112,1.2361111111111112,0.0,1.0752017941614902,Johan Holmqvist,DAL
3232,2008,0.9975308641975309,23,0.13343328335832083,0.0725050916496945,0.0,0.18580375782881003,0.0,0.09620135886349598,0.11860341151385928,0.1208418194161575,1.0252027665820769,0.7838653655309297,0.0,0.16145124716553289,0.11777152337898746,0.06783536585365853,1.1358125526429974,0.0,0.0,0.0,,0.0,0.0,0.0,0.9763928229976288,Jimmy Howard,DET
3233,2008,0.9978395061728395,32,1.734632683658171,1.84887983706721,2.3154471544715447,1.3006263048016702,1.9632352941176472,1.621680049413218,1.8464678487262935,1.868928593470345,1.0185599840772255,0.8537876281839233,2.2111801242236027,2.2401360544217686,1.8227683999113338,2.1028963414634148,1.381148064013885,1.247663551401869,1.3832567997174143,30.09590739975198,,2.4722222222222223,2.4722222222222223,0.0,1.162452653329258,Cristobal Huet,WSH
3234,2008,0.9981481481481481,30,0.6338080959520239,0.6162932790224033,0.5065040650406504,0.7432150313152401,0.6544117647058824,0.6321803582458307,0.6242284816518909,0.6234339319879035,1.0052744190675225,0.9825917962289118,0.0,0.6054421768707483,0.6169553915081982,0.5426829268292682,1.0699354245897037,0.6238317757009345,1.5876015542211233,-1.0669698222405959,,0.0,0.0,0.0,1.0768274634302377,Brent Johnson,WSH
3235,2008,0.9984567901234568,40,0.3002248875562219,0.18126272912423627,0.21707317073170732,0.18580375782881003,0.0,0.2336318715256331,0.22597071035798452,0.22520520891192988,1.003060158232572,0.9384303671849158,0.0,0.22199546485260774,0.23912999670860396,0.2035060975609756,1.362975063171597,0.4158878504672897,0.0,0.0,,0.0,0.0,0.7606837606837606,0.8811127436610479,Curtis Joseph,CGY
3236,2008,0.9987654320987654,21,0.03335832083958021,0.0,0.0,0.0,0.0,0.0,0.002496913926607564,0.0027464049867308524,1.1071304174752452,0.0,0.0,0.0,0.005380424925943589,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.17842711486251084,Matt Keetley,CGY
3237,2008,0.9990740740740741,35,1.6679160419790104,1.7401221995926681,1.6642276422764228,1.8580375782881005,1.9632352941176472,1.7453675108091415,1.734106722028953,1.7329815466271679,1.006381549484998,0.9678713198809131,1.1055900621118013,1.715419501133787,1.7289098762032067,1.6280487804878048,1.1358125526429974,1.6635514018691588,1.5876015542211233,-1.5084745762711873,,2.4722222222222223,2.4722222222222223,1.5213675213675213,1.146691591516403,Nikolai Khabibulin,CHI
3238,2008,0.9993827160493827,31,2.5352323838080957,2.7551934826883913,2.8219512195121954,2.4154488517745305,3.2720588235294117,2.707381099444101,2.616765795084727,2.607711534900944,1.003060158232572,0.9899520344029111,1.1055900621118013,2.4621315192743762,2.6292343138111005,2.5777439024390243,1.1358125526429974,3.3271028037383177,1.6190392087601555,-12.122984704423322,,2.4722222222222223,2.4722222222222223,3.0427350427350426,1.1472466980959752,Miikka Kiprusoff,CGY
3239,2008,0.9996913580246913,37,1.8013493253373312,1.8851323828920572,1.8089430894308944,1.9509394572025054,1.9632352941176472,2.102686843730698,1.7765542587812817,1.7439671665740912,0.9875603323879187,1.070914654316904,0.5527950310559007,1.2108843537414966,1.8855400240473423,1.5602134146341462,1.0040582965364098,2.2873831775700935,1.8548216178028964,-43.65378255477473,,2.4722222222222223,2.4722222222222223,3.0427350427350426,1.1579324997527412,Olaf Kolzig,WSH
3240,2008,1.0,28,1.5011244377811095,1.5226069246435845,1.2300813008130083,2.1367432150313155,0.6544117647058824,1.662909203211859,1.6741807877903716,1.67530704190582,1.0074886799024731,1.104035726099901,0.5527950310559007,1.6952380952380954,1.4473343050788257,1.3567073170731707,1.0812935501161336,1.8714953271028036,1.5561638996820912,1.5084745762711873,,0.0,0.0,0.7606837606837606,1.0665976421781203,Jason LaBarbera,LAK
3241,2008,1.0003086419753087,21,0.03335832083958021,0.0,0.0,0.0,0.0,0.0,0.00624228481651891,0.006866012466827131,1.1071304174752452,0.0,0.0,0.02018140589569161,0.007771724893029629,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.25772805480140454,Dan LaCosta,CBJ
3242,2008,1.0006172839506173,33,1.0674662668665666,1.0875763747454175,1.1577235772357723,1.1148225469728603,0.6544117647058824,1.1819024088943793,1.0424615643586579,1.0285286675307042,0.9930959844752949,1.0377935825339069,0.5527950310559007,0.8072562358276644,1.0928240849583202,0.9496951219512195,1.0608489241685597,1.0397196261682242,1.776227481455316,-18.67197188921043,,0.0,0.0,3.0427350427350426,1.1325165485023256,Patrick Lalime,CHI
3243,2008,1.000925925925926,25,1.8013493253373312,1.8851323828920572,1.7365853658536585,1.5793319415448852,1.9632352941176472,1.5392217418159357,1.7216221523959152,1.739847559093995,1.0174528536597502,0.8280267945749257,4.975155279503106,2.0383219954648526,1.7851054254297287,2.035060975609756,1.3107276857500192,1.247663551401869,1.3989756269869305,24.411533691608117,,2.4722222222222223,2.4722222222222223,0.7606837606837606,1.0962561937152666,Pascal Leclaire,CBJ
3244,2008,1.0012345679012347,34,2.2016491754122938,2.3564154786150713,1.9536585365853658,2.3225469728601253,2.6176470588235294,2.020228536133416,2.0574570755246326,2.0611769425415045,1.0085958103199482,0.8869086999669205,2.7639751552795033,2.119047619047619,2.1916264198343556,2.645579268292683,1.362975063171597,2.495327102803738,1.5404450724125751,4.9853245142620946,,2.4722222222222223,2.4722222222222223,1.5213675213675213,1.1011926772264626,Manny Legace,STL
